,lat,lon,timestamp,amenity,name,tags,is_common,is_tourism,is_interesting
17157,49.0458274,-122.795224,2020-03-29T23:51:13.000-07:00,post_office,South Surrey (White Rock LCD),"{'brand:wikidata': 'Q1032001', 'addr:housenumber': '15415', 'brand:wikipedia': 'en:Canada Post', 'surrey:addrid': '29186', 'addr:street': '24 Avenue', 'source': 'City of Surrey 2010 GIS Data', 'addr:postcode': 'V4A 2H0', 'brand': 'Canada Post', 'surrey:date': '19851009', 'operator': 'Canada Post'}",False,False,True
17158,49.045895,-122.7933199,2019-03-01T22:59:37.000-08:00,restaurant,Crispy Falafel,"{'addr:housenumber': '2408', 'surrey:addrid': '88521', 'opening_hours': 'Mo-Sa 10:00-21:00, PH Su 11:00-19:00', 'cuisine': 'falafel;greek', 'addr:street': 'King George Boulevard', 'source': 'City of Surrey 2010 GIS Data', 'surrey:date': '19851009', 'addr:city': 'Surrey'}",False,False,True
17159,49.1876258,-122.8459699,2019-08-24T15:23:01.000-07:00,restaurant,White Spot,"{'brand:wikidata': 'Q7995414', 'wheelchair': 'yes', 'website': 'https://www.whitespot.ca/', 'brand:wikipedia': 'en:White Spot', 'cuisine': 'burger', 'source': 'City of Surrey 2010 GIS Data', 'takeaway': 'yes', 'surrey:date': '19850801', 'addr:city': 'Surrey', 'addr:housenumber': '13580', 'phone': '+1-604-581-2511', 'surrey:addrid': '42220', 'smoking': 'no', 'opening_hours': 'Mo-Sa 06:30-23:00; Su 08:00-22:00', 'addr:street': '102 Avenue', 'brand': 'White Spot'}",False,False,True
17160,49.1974709,-122.8456929,2018-08-30T01:18:40.000-07:00,restaurant,Spicy Bowl,"{'addr:housenumber': '10725', 'addr:street': 'King George Boulevard', 'surrey:addrid': '56398', 'surrey:date': '19851205', 'addr:city': 'Surrey'}",False,False,True
17161,49.1897346,-122.845728,2018-08-30T01:18:41.000-07:00,bank,Vancity,"{'addr:housenumber': '10293', 'surrey:addrid': '11928', 'addr:street': 'King George Boulevard', 'source': 'City of Surrey 2010 GIS Data', 'atm': 'yes', 'surrey:date': '19850801', 'addr:city': 'Surrey'}",False,False,True
17162,49.1784984,-122.8462512,2012-10-15T19:01:07.000-07:00,restaurant,Knight & Day,"{'addr:housenumber': '9677', 'surrey:addrid': '8566', 'addr:street': 'King George Boulevard', 'source': 'City of Surrey 2010 GIS Data', 'surrey:date': '19850919', 'addr:city': 'Surrey'}",False,False,True
17163,49.1925895,-122.8456456,2018-10-07T21:26:51.000-07:00,restaurant,Round-Up Cafe,"{'addr:housenumber': '10449', 'phone': '+1-604-581-0337', 'surrey:addrid': '68555', 'opening_hours': 'Mo-Su 07:00-16:00', 'addr:street': 'King George Boulevard', 'surrey:date': '19851206', 'addr:city': 'Surrey'}",False,False,True
17164,49.1896151,-122.8685763,2020-05-14T22:59:07.000-07:00,post_office,Saint Helen's,"{'brand:wikidata': 'Q1032001', 'addr:housenumber': '10289', 'source:addr': 'City of Surrey 2010 GIS Data', 'brand:wikipedia': 'en:Canada Post', 'surrey:addrid': '9556', 'addr:street': '128 Street', 'addr:postcode': 'V3T 2Z0', 'brand': 'Canada Post', 'operator': 'Canada Post'}",False,False,True
17165,49.1984658,-122.8449496,2018-03-26T17:06:23.000-07:00,social_facility,Surrey Urban Outreach Society,"{'addr:housenumber': '10776', 'surrey:addrid': '63814', 'social_facility:for': 'underprivileged', 'addr:street': 'King George Boulevard', 'source': 'City of Surrey 2010 GIS Data', 'office': 'ngo', 'surrey:date': '19851120', 'social_facility': 'outreach', 'addr:city': 'Surrey'}",False,False,True
17166,49.1986946,-122.8485171,2018-03-26T17:13:05.000-07:00,place_of_worship,Iglesia de Jesucristo Palabra Miel,"{'addr:housenumber': '13486', 'surrey:addrid': '13995', 'addr:street': '108 Avenue', 'source': 'City of Surrey 2010 GIS Data', 'surrey:date': '19851205', 'addr:city': 'Surrey', 'religion': 'christian'}",False,False,True
17167,49.1913485,-122.8085713,2018-03-26T13:54:36.000-07:00,healthcare,,"{'addr:housenumber': '14912', 'level': '0', 'surrey:addrid': '23806', 'healthcare:speciality': 'chiropractic', 'addr:street': '104 Avenue', 'source': 'City of Surrey 2010 GIS Data', 'office': 'therapist', 'surrey:date': '19850801', 'healthcare': 'alternative', 'addr:city': 'Surrey'}",False,False,True
17168,49.1913441,-122.8083094,2018-03-26T13:54:35.000-07:00,fast_food,Elvis Pizza,"{'addr:housenumber': '14916', 'level': '0', 'surrey:addrid': '88110', 'cuisine': 'pizza', 'addr:street': '104 Avenue', 'source': 'City of Surrey 2010 GIS Data', 'surrey:date': '19850801', 'addr:city': 'Surrey'}",False,False,True
17169,49.1913473,-122.8086585,2018-03-26T13:54:36.000-07:00,restaurant,Mek's Delight,"{'addr:housenumber': '14910', 'website': 'http://restaurantwebexpert.com/MeksDelight', 'phone': '+1-604-588-2338', 'surrey:addrid': '75690', 'cuisine': 'Malaysian', 'addr:street': '104 Avenue', 'source': 'City of Surrey 2010 GIS Data', 'surrey:date': '19850801', 'addr:city': 'Surrey'}",False,False,True
17170,49.1498649,-122.7679425,2019-09-13T13:56:49.000-07:00,fire_station,Fire Hall no. 18,"{'addr:housenumber': '8091', 'surrey:addrid': '1912', 'addr:street': '164 Street', 'source': 'City of Surrey 2010 GIS Data', 'addr:postcode': 'V3S 3W3', 'surrey:date': '19851101', 'addr:city': 'Surrey'}",False,False,True
17171,49.3202692,-123.0665723,2020-04-08T07:36:24.000-07:00,cafe,BLENZ HOpe cafe,"{'opening_hours': 'Mo-Fr 6:30-17:00, Sa 09:00-16:00', 'cuisine': 'coffee_shop', 'outdoor_seating': 'yes'}",False,False,True
17172,49.2674423,-123.0933845,2020-04-08T23:16:27.000-07:00,bicycle_parking,,{},False,False,True
17173,49.2776616,-122.909535,2020-04-09T06:09:41.000-07:00,post_office,Simon Fraser University,"{'brand:wikidata': 'Q1032001', 'addr:postcode': 'V5A 4Y0', 'brand': 'Canada Post', 'brand:wikipedia': 'en:Canada Post', 'operator': 'Canada Post'}",False,False,True
17177,49.1342421,-123.0918505,2020-04-10T03:55:31.000-07:00,parking_entrance,,{'level': '-1'},False,False,True
17179,49.1110781,-122.668262,2019-06-07T13:28:04.000-07:00,fast_food,Subway,"{'brand:wikidata': 'Q244457', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'source': 'local_knowledge', 'takeaway': 'yes', 'brand': 'Subway'}",False,False,True
17180,49.21633,-122.9846623,2019-07-01T01:00:58.000-07:00,theatre,Michael J. Fox Theatre,"{'wheelchair': 'yes', 'addr:housenumber': '7373', 'website': 'https://www.michaeljfoxtheatre.ca/', 'phone': '+1-604-664-8875', 'addr:street': 'MacPherson Avenue', 'addr:postcode': 'V5J 2B7', 'addr:city': 'Burnaby'}",False,False,True
17181,49.2862423,-123.1142295,2018-02-09T00:24:58.000-08:00,bicycle_parking,,{'capacity': '8'},False,False,True
17185,49.2834313,-123.114175,2018-02-10T16:17:42.000-08:00,bank,RIA,"{'addr:housenumber': '534', 'website': 'http://riacanada.Ca', 'phone': '+1-604-677-7692', 'name:en': 'RIA', 'addr:street': 'Seymour Street', 'addr:postcode': 'V6B 3J5'}",False,False,True
17186,49.263685,-123.1332074,2018-02-15T23:57:37.000-08:00,community_centre,Canada Service,"{'addr:housenumber': '1263', 'name:en': 'Canada Service', 'addr:street': 'West Broadway', 'phone': '+1-800-367-5693'}",False,False,True
17187,49.2624804,-123.0703786,2019-08-02T02:24:13.000-07:00,clinic,Robert and Lily Lee Family Community Health Center,"{'emergency': 'no', 'addr:housenumber': '1669', 'addr:street': 'East Broadway', 'healthcare': 'clinic'}",False,False,True
17188,49.1091493,-122.6500672,2019-05-07T13:26:08.000-07:00,cafe,Twins Coffee,{'level': '0'},False,False,True
17189,49.1086476,-122.6506347,2019-05-07T13:26:08.000-07:00,doctors,St Luke Family Practice,"{'healthcare:speciality': 'general', 'healthcare': 'doctor'}",False,False,True
17190,49.2663235,-123.2421179,2019-05-07T17:24:45.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '20'}",False,False,True
17191,49.2641875,-123.2453147,2019-05-07T19:54:26.000-07:00,bicycle_parking,,"{'access': 'yes', 'bicycle_parking': 'rack', 'covered': 'yes', 'capacity': '28'}",False,False,True
17192,49.2645216,-123.24451,2019-05-07T18:53:57.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'yes', 'capacity': '26'}",False,False,True
17193,49.2637134,-123.2457543,2019-05-07T18:53:57.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'yes', 'capacity': '32'}",False,False,True
17194,49.2346388,-123.1527479,2019-05-07T22:44:58.000-07:00,bicycle_parking,,"{'bicycle_parking': 'bollard', 'covered': 'no', 'capacity': '2'}",False,False,True
17195,49.2345336,-123.1614324,2019-05-07T22:44:58.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17196,49.2352098,-123.1546828,2019-05-07T22:44:58.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '10'}",False,False,True
17197,49.2345474,-123.1605265,2019-05-07T22:44:58.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '7'}",False,False,True
17198,49.2344949,-123.1597585,2019-05-07T22:44:58.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'yes', 'capacity': '6'}",False,False,True
17199,49.2344262,-123.158614,2019-05-07T22:44:58.000-07:00,bicycle_parking,,"{'bicycle_parking': 'bollard', 'covered': 'no', 'capacity': '2'}",False,False,True
17200,49.2339768,-123.155691,2019-05-07T22:44:58.000-07:00,bicycle_parking,,"{'bicycle_parking': 'bollard', 'covered': 'no', 'capacity': '2'}",False,False,True
17201,49.2381637,-123.1555785,2019-05-07T22:44:58.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'yes', 'capacity': '4'}",False,False,True
17202,49.2326656,-123.1558447,2019-05-07T22:44:59.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '4'}",False,False,True
17203,49.2356229,-123.1559007,2019-05-07T22:44:59.000-07:00,bicycle_parking,,"{'bicycle_parking': 'bollard', 'covered': 'no', 'capacity': '2'}",False,False,True
17204,49.230003,-123.1558407,2019-05-07T22:44:59.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17205,49.2347591,-123.157664,2019-05-07T22:44:59.000-07:00,bicycle_parking,,"{'bicycle_parking': 'bollard', 'covered': 'no', 'capacity': '2'}",False,False,True
17206,49.2320544,-123.1549666,2019-05-07T22:44:59.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'yes', 'capacity': '3'}",False,False,True
17207,49.2346935,-123.1582143,2019-05-07T22:44:59.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '3'}",False,False,True
17208,49.2336773,-123.1541986,2019-05-07T22:44:59.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'yes', 'capacity': '3'}",False,False,True
17209,49.234728,-123.1607945,2019-05-07T22:44:59.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '4'}",False,False,True
17210,49.2344834,-123.1546301,2019-05-07T22:44:59.000-07:00,bicycle_parking,,"{'bicycle_parking': 'bollard', 'covered': 'no', 'capacity': '2'}",False,False,True
17211,49.2346031,-123.1620398,2019-05-07T22:44:59.000-07:00,bicycle_parking,,"{'bicycle_parking': 'bollard', 'covered': 'no', 'capacity': '2'}",False,False,True
17212,49.2346561,-123.1535795,2019-05-07T22:44:59.000-07:00,bicycle_parking,,"{'bicycle_parking': 'bollard', 'covered': 'no', 'capacity': '2'}",False,False,True
17213,49.2345196,-123.161262,2019-05-07T22:44:59.000-07:00,bicycle_parking,,"{'bicycle_parking': 'bollard', 'covered': 'no', 'capacity': '2'}",False,False,True
17214,49.2353916,-123.1546746,2019-05-07T22:44:59.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '10'}",False,False,True
17215,49.2345781,-123.16032,2019-05-07T22:44:59.000-07:00,bicycle_parking,,"{'bicycle_parking': 'bollard', 'covered': 'no', 'capacity': '2'}",False,False,True
17216,49.2345643,-123.1593776,2019-05-07T22:44:59.000-07:00,bicycle_parking,,"{'bicycle_parking': 'bollard', 'covered': 'no', 'capacity': '2'}",False,False,True
17217,49.2344327,-123.1584445,2019-05-07T22:45:00.000-07:00,bicycle_parking,,"{'bicycle_parking': 'bollard', 'covered': 'no', 'capacity': '2'}",False,False,True
17218,49.2338775,-123.1556965,2019-05-07T22:45:00.000-07:00,bicycle_parking,,"{'bicycle_parking': 'bollard', 'covered': 'no', 'capacity': '2'}",False,False,True
17219,49.2379107,-123.1555904,2019-05-07T22:45:00.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '4'}",False,False,True
17220,49.2312137,-123.1557956,2019-05-07T22:45:00.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17221,49.23534,-123.1556751,2019-05-07T22:45:00.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'yes', 'capacity': '6'}",False,False,True
17222,49.2278629,-123.1556914,2019-05-07T22:45:00.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'yes', 'capacity': '8'}",False,False,True
17223,49.2348864,-123.1576572,2019-05-07T22:45:00.000-07:00,bicycle_parking,,"{'bicycle_parking': 'bollard', 'covered': 'no', 'capacity': '2'}",False,False,True
17224,49.2337031,-123.153541,2019-05-07T22:45:00.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'yes', 'capacity': '5'}",False,False,True
17225,49.2346974,-123.1587057,2019-05-07T22:45:00.000-07:00,bicycle_parking,,"{'bicycle_parking': 'bollard', 'covered': 'no', 'capacity': '2'}",False,False,True
17226,49.2336855,-123.1544692,2019-05-07T22:45:00.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '3'}",False,False,True
17227,49.2347528,-123.1620186,2019-05-07T22:45:00.000-07:00,bicycle_parking,,"{'bicycle_parking': 'bollard', 'covered': 'no', 'capacity': '2'}",False,False,True
17228,49.2344191,-123.1535853,2019-05-07T22:45:00.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '6'}",False,False,True
17229,49.2345973,-123.1617206,2019-05-07T22:45:00.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '5'}",False,False,True
17230,49.2348386,-123.1545267,2019-05-07T22:45:00.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '5'}",False,False,True
17231,49.2345643,-123.1612078,2019-05-07T22:45:00.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '7'}",False,False,True
17232,49.2345425,-123.1601323,2019-05-07T22:45:01.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '7'}",False,False,True
17233,49.234564,-123.15918,2019-05-07T22:45:01.000-07:00,bicycle_parking,,"{'bicycle_parking': 'bollard', 'covered': 'no', 'capacity': '2'}",False,False,True
17234,49.2344615,-123.1565905,2019-05-07T22:45:01.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '4'}",False,False,True
17235,49.2331039,-123.1561113,2019-05-07T22:45:01.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '18'}",False,False,True
17236,49.2372415,-123.1558107,2019-05-07T22:45:01.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'yes', 'capacity': '5'}",False,False,True
17237,49.2301468,-123.1558323,2019-05-07T22:45:01.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17238,49.2349631,-123.1556562,2019-05-07T22:45:01.000-07:00,bicycle_parking,,"{'bicycle_parking': 'bollard', 'covered': 'no', 'capacity': '2'}",False,False,True
17239,49.2297195,-123.1550883,2019-05-07T22:45:01.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '4'}",False,False,True
17240,49.2349514,-123.1578239,2019-05-07T22:45:01.000-07:00,bicycle_parking,,"{'bicycle_parking': 'bollard', 'covered': 'no', 'capacity': '2'}",False,False,True
17241,49.2336819,-123.1537056,2019-05-07T22:45:01.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '5'}",False,False,True
17242,49.2347292,-123.1599018,2019-05-07T22:45:01.000-07:00,bicycle_parking,,"{'bicycle_parking': 'bollard', 'covered': 'no', 'capacity': '2'}",False,False,True
17243,49.2343701,-123.1549069,2019-05-07T22:45:01.000-07:00,bicycle_parking,,"{'bicycle_parking': 'bollard', 'covered': 'no', 'capacity': '2'}",False,False,True
17244,49.2346067,-123.1623523,2019-05-07T22:45:01.000-07:00,bicycle_parking,,"{'bicycle_parking': 'bollard', 'covered': 'no', 'capacity': '2'}",False,False,True
17246,49.2809933,-123.0890396,2019-07-17T18:32:17.000-07:00,community_centre,YWCA Cause We Care House,"{'addr:housenumber': '720', 'addr:street': 'East Hastings Street', 'phone': '+1-604-282-3113', 'addr:postcode': 'V6A 1R5', 'addr:city': 'Vancouver'}",False,False,True
17247,49.2679979,-123.1664756,2019-05-09T00:00:36.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17248,49.2685594,-123.1700623,2019-05-09T00:00:36.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '3'}",False,False,True
17249,49.2681912,-123.1684397,2019-05-09T00:00:36.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '6'}",False,False,True
17250,49.2684269,-123.1666358,2019-05-09T00:00:36.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17251,49.2680758,-123.1664705,2019-05-09T00:00:37.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17252,49.2684768,-123.1698927,2019-05-09T00:00:37.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '4'}",False,False,True
17253,49.2682889,-123.1685216,2019-05-09T00:00:37.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '4'}",False,False,True
17254,49.2684212,-123.1661635,2019-05-09T00:00:37.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '4'}",False,False,True
17255,49.2682595,-123.1665569,2019-05-09T00:00:37.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '4'}",False,False,True
17256,49.2684741,-123.169782,2019-05-09T00:00:37.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17257,49.2682938,-123.1689222,2019-05-09T00:00:37.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '4'}",False,False,True
17258,49.2684146,-123.165695,2019-05-09T00:00:37.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '4'}",False,False,True
17259,49.2682623,-123.1668184,2019-05-09T00:00:37.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '4'}",False,False,True
17260,49.2684621,-123.1691253,2019-05-09T00:00:37.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17261,49.2682966,-123.1690837,2019-05-09T00:00:37.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17262,49.2684052,-123.1651316,2019-05-09T00:00:37.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '4'}",False,False,True
17263,49.2683302,-123.1714416,2019-05-09T00:00:37.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '4'}",False,False,True
17264,49.2682619,-123.1669734,2019-05-09T00:00:37.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '4'}",False,False,True
17265,49.2684353,-123.1673172,2019-05-09T00:00:37.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17266,49.2683034,-123.1694565,2019-05-09T00:00:37.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17267,49.2682311,-123.1647007,2019-05-09T00:00:38.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '4'}",False,False,True
17268,49.2683263,-123.1713317,2019-05-09T00:00:38.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '5'}",False,False,True
17269,49.2682657,-123.1671174,2019-05-09T00:00:38.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17270,49.2684346,-123.1672258,2019-05-09T00:00:38.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17271,49.2683015,-123.1693843,2019-05-09T00:00:38.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17272,49.2682376,-123.1652333,2019-05-09T00:00:38.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '4'}",False,False,True
17273,49.2684882,-123.1708553,2019-05-09T00:00:38.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17274,49.268268,-123.1672751,2019-05-09T00:00:38.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17275,49.2684351,-123.1672694,2019-05-09T00:00:38.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17276,49.268304,-123.1699326,2019-05-09T00:00:38.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '6'}",False,False,True
17277,49.2682054,-123.165684,2019-05-09T00:00:38.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17278,49.2684848,-123.1703392,2019-05-09T00:00:38.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17279,49.2682725,-123.1676139,2019-05-09T00:00:38.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17280,49.2684311,-123.1669305,2019-05-09T00:00:38.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17281,49.2681363,-123.1709597,2019-05-09T00:00:38.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '7'}",False,False,True
17282,49.268245,-123.1657628,2019-05-09T00:00:39.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '4'}",False,False,True
17283,49.2684859,-123.1704355,2019-05-09T00:00:39.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '4'}",False,False,True
17284,49.2682719,-123.16754829999999,2019-05-09T00:00:39.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17285,49.2684305,-123.1668293,2019-05-09T00:00:39.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17286,49.2681825,-123.1662767,2019-05-09T00:00:39.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17287,49.2685587,-123.1700188,2019-05-09T00:00:39.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '3'}",False,False,True
17288,49.2681917,-123.1681937,2019-05-09T00:00:39.000-07:00,bicycle_parking,,"{'bicycle_parking': 'wide_stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17289,49.2684285,-123.1667164,2019-05-09T00:00:39.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17290,49.2679588,-123.1469845,2019-05-09T01:22:48.000-07:00,bicycle_parking,,"{'bicycle_parking': 'wide_stands', 'covered': 'no', 'capacity': '4'}",False,False,True
17291,49.2682821,-123.1527227,2019-05-09T01:22:48.000-07:00,bicycle_parking,,"{'bicycle_parking': 'wide_stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17292,49.2680307,-123.151472,2019-05-09T01:22:48.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17293,49.2682117,-123.1478363,2019-05-09T01:22:48.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17294,49.2680712,-123.1576348,2019-05-09T01:22:48.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '5'}",False,False,True
17295,49.2682789,-123.1565406,2019-05-09T01:22:48.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '5'}",False,False,True
17296,49.2679508,-123.1483216,2019-05-09T01:22:48.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17297,49.2682152,-123.1523954,2019-05-09T01:22:48.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '4'}",False,False,True
17298,49.2680365,-123.1516471,2019-05-09T01:22:48.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17299,49.2681952,-123.1478368,2019-05-09T01:22:48.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17300,49.2681368,-123.1585554,2019-05-09T01:22:48.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17301,49.2682695,-123.1561095,2019-05-09T01:22:48.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '5'}",False,False,True
17302,49.2679513,-123.1484068,2019-05-09T01:22:48.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '2'}",False,False,True
17303,49.2682086,-123.152067,2019-05-09T01:22:48.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '5'}",False,False,True
17304,49.2679316,-123.1526949,2019-05-09T01:22:48.000-07:00,bicycle_parking,,"{'bicycle_parking': 'stands', 'covered': 'no', 'capacity': '6'}",False,False,True
17305,49.2681381,-123.1476569,2019-05-09T01:22:49.000-07:00,bicycle_parking,,"{'bicycle_parking': 'rack', 'covered': 'no', 'capacity': '3'}",False,False,True
